Codigo de asignatura,Nombre de asignatura,Carrera,Tipologia de asignatura
3006692,asignatura en otra univer. nacional - preg._1,ingenieria de sistemas e informatica,libre eleccion
3009275,bioprocesos agroindustriales,ingenieria de sistemas e informatica,libre eleccion
3008203,biotecnologia agropecuaria,ingenieria de sistemas e informatica,libre eleccion
3011254,"cambio climatico, paisaje y territorio",ingenieria de sistemas e informatica,libre eleccion
3011200,catedra africanias y sus diasporas en las americas,ingenieria de sistemas e informatica,libre eleccion
3011113,catedra agraria: plantaciones y restauracion forestal,ingenieria de sistemas e informatica,libre eleccion
3007373,catedra antioquia,ingenieria de sistemas e informatica,libre eleccion
3009509,catedra apun-50 anos,ingenieria de sistemas e informatica,libre eleccion
3011144,catedra ciudad y ciudadanias,ingenieria de sistemas e informatica,libre eleccion
1000129-m,"catedra colombiana: ciudadania, integridad y lucha contra la corrupcion",ingenieria de sistemas e informatica,libre eleccion
3007588,catedra de pensamiento ambiental: cambio ambiental global,ingenieria de sistemas e informatica,libre eleccion
3007645,"catedra de sede sobre genero, feminismos y diversidades sexuales: vivir juntxs",ingenieria de sistemas e informatica,libre eleccion
3007786,catedra en ingenieria electrica,ingenieria de sistemas e informatica,libre eleccion
3010348,"catedra estudiantil: universidad, participacion y sociedad",ingenieria de sistemas e informatica,libre eleccion
3009368,catedra gabriel trujillo: mineria y ambiente,ingenieria de sistemas e informatica,libre eleccion
1965-2025,catedra: historia intensa de medellin,ingenieria de sistemas e informatica,libre eleccion
3009065,"catedra ingenieria civil, 100 anos",ingenieria de sistemas e informatica,libre eleccion
3011296,catedra luis antonio restrepo arango:facultad de ciencias humanas; 50 anos construccion conocimiento,ingenieria de sistemas e informatica,libre eleccion
1000134-m,catedra nacional - enarmonia: anclajes imprescindibles para la educacion inclusiva en la unal,ingenieria de sistemas e informatica,libre eleccion
1000159-m,catedra nacional acciones por la sustentabilidad,ingenieria de sistemas e informatica,libre eleccion
1000158-m,catedra nacional ambiental,ingenieria de sistemas e informatica,libre eleccion
1000089-m,catedra nacional de induccion y preparacion para la vida universitaria,ingenieria de sistemas e informatica,libre eleccion
1000160-m,catedra nacional de prompt engineering,ingenieria de sistemas e informatica,libre eleccion
1000147-m,catedra nacional en transicion energetica: aproximacion desde las ciencias de la tierra,ingenieria de sistemas e informatica,libre eleccion
1000145-m,catedra nacional gestion a la adaptacion y cambio climatico en colombia,ingenieria de sistemas e informatica,libre eleccion
1000128-m,"catedra nacional: juntas, juntes y juntos. apuestas desde los estudios feministas y de genero",ingenieria de sistemas e informatica,libre eleccion
1000161-m,catedra pedro nel gomez: centros de pensamiento en ingenieria para la vida,ingenieria de sistemas e informatica,libre eleccion
1000157-m,"catedra proceso constituyente universitario en la unal: perspectiva historica, comparada y situada",ingenieria de sistemas e informatica,libre eleccion
3010712,catedra sobre la felicidad,ingenieria de sistemas e informatica,libre eleccion
3011164,"catedra viajera, arquitecta y urbanismo a traves del viaje",ingenieria de sistemas e informatica,libre eleccion
3007309,ciencia de los materiales,ingenieria de sistemas e informatica,libre eleccion
3006819,citogenetica,ingenieria de sistemas e informatica,libre eleccion
3007527,ciudad y ambiente,ingenieria de sistemas e informatica,libre eleccion
3010929,computacion cuantica,ingenieria de sistemas e informatica,libre eleccion
3007075,conservacion y manejo de vida silvestre,ingenieria de sistemas e informatica,libre eleccion
3011231,construccion social para la practica del habitar,ingenieria de sistemas e informatica,libre eleccion
3007014,control biologico de plagas,ingenieria de sistemas e informatica,libre eleccion
3011293,"crecimiento economico, energia y crisis medio ambiental",ingenieria de sistemas e informatica,libre eleccion
3007016,cultivo de plantas ornamentales,ingenieria de sistemas e informatica,libre eleccion
3010999,"curar, editar y publicar",ingenieria de sistemas e informatica,libre eleccion
3010760,de la secundaria a la universidad,ingenieria de sistemas e informatica,libre eleccion
3009433,de la universidad a la organizacion,ingenieria de sistemas e informatica,libre eleccion
3011087,deep learning,ingenieria de sistemas e informatica,elegibles
3011145,"del proyecto a la obra, tecnica y dispositivos en la arquitectura del tropico",ingenieria de sistemas e informatica,libre eleccion
3008693,deporte formativo,ingenieria de sistemas e informatica,libre eleccion
3010555,derecho urbanistico,ingenieria de sistemas e informatica,libre eleccion
3009931,economia ecologica,ingenieria de sistemas e informatica,libre eleccion
3011146,economia y marketing,ingenieria de sistemas e informatica,libre eleccion
3006631,ecosistema urbano critico,ingenieria de sistemas e informatica,libre eleccion
3009932,"el cuento, teoria y retoricas del cuento en la literatura latinoamericana",ingenieria de sistemas e informatica,libre eleccion
3010837,el proceso de produccion desde la formacion social,ingenieria de sistemas e informatica,libre eleccion
3011001,el retorno de las brujas: mujeres en la ciencia y equidad de genero en carreras stem,ingenieria de sistemas e informatica,libre eleccion
3011313,ensenanza de las ciencias sociales: metodos y tecnicas.,ingenieria de sistemas e informatica,libre eleccion
3011089,estados fisiologicos y etapas en la produccion animal,ingenieria de sistemas e informatica,libre eleccion
3009510,estimacion de parametros geneticos,ingenieria de sistemas e informatica,libre eleccion
3007548,etica y voluntariado universitario y social,ingenieria de sistemas e informatica,libre eleccion
3010177,fascismo y modernidad,ingenieria de sistemas e informatica,libre eleccion
3010333,fitoquimica,ingenieria de sistemas e informatica,libre eleccion
3011002,fotografia de arquitectura,ingenieria de sistemas e informatica,libre eleccion
3008056,frances a1: explora un mundo,ingenieria de sistemas e informatica,libre eleccion
3008207,frances a2: explora un mundo,ingenieria de sistemas e informatica,libre eleccion
3007036,fruticultura,ingenieria de sistemas e informatica,libre eleccion
3011149,fundamentos de palinologia,ingenieria de sistemas e informatica,libre eleccion
3011229,"futbol, ciudad y espectaculo. estudios socioterritoriales del futbol",ingenieria de sistemas e informatica,libre eleccion
3009602,geografia historica y cultura material,ingenieria de sistemas e informatica,libre eleccion
3006993,grupos y anillos,ingenieria de sistemas e informatica,libre eleccion
3006745,habitat i,ingenieria de sistemas e informatica,libre eleccion
3007643,herramientas para emprender,ingenieria de sistemas e informatica,libre eleccion
3007235,historia antigua,ingenieria de sistemas e informatica,libre eleccion
3007237,historia de america ii,ingenieria de sistemas e informatica,libre eleccion
3009491,historia de america iii,ingenieria de sistemas e informatica,libre eleccion
3007239,historia de america iv,ingenieria de sistemas e informatica,libre eleccion
3009756,historia de america prehispanica,ingenieria de sistemas e informatica,libre eleccion
3011203,"historia de las mujeres y el genero: teoria, historiografia y fuentes.",ingenieria de sistemas e informatica,libre eleccion
3007248,historia moderna,ingenieria de sistemas e informatica,libre eleccion
3009447,historia y filosofia de la tecnica,ingenieria de sistemas e informatica,libre eleccion
3009446,historia y literatura. significaciones de lo real y lo ficcional,ingenieria de sistemas e informatica,libre eleccion
3011083,humanidades ambientales i,ingenieria de sistemas e informatica,libre eleccion
3007071,ingenieria electroquimica,ingenieria de sistemas e informatica,libre eleccion
3008949,ingenieria metabolica,ingenieria de sistemas e informatica,libre eleccion
3008105,ingles intensivo b1,ingenieria de sistemas e informatica,libre eleccion
3008115,ingles intensivo b2,ingenieria de sistemas e informatica,libre eleccion
3010125,iniciacion al ejercicio profesional de la arquitectura,ingenieria de sistemas e informatica,libre eleccion
3010196,"innovacion y emprendimiento, de la creatividad a la accion",ingenieria de sistemas e informatica,libre eleccion
3011256,inteligencia artificial aplicada a modelos del territorio,ingenieria de sistemas e informatica,libre eleccion
3006989,introduccion a la electroquimica,ingenieria de sistemas e informatica,libre eleccion
3011187,introduccion a la evaluacion del riesgo ecologico y humano del uso de sustancias quimicas,ingenieria de sistemas e informatica,libre eleccion
3011092,introduccion a la gestion de datos geocientificos,ingenieria de sistemas e informatica,libre eleccion
3009359,introduccion a la ingenieria civil,ingenieria de sistemas e informatica,libre eleccion
3011110,introduccion al pensamiento estetico i,ingenieria de sistemas e informatica,libre eleccion
3011111,introduccion al pensamiento estetico ii,ingenieria de sistemas e informatica,libre eleccion
3009353,introduccion al programa de matematicas,ingenieria de sistemas e informatica,libre eleccion
3010596,la ingenieria del cuerpo humano,ingenieria de sistemas e informatica,libre eleccion
3010952,las tic en la educacion con comunidades vulnerables,ingenieria de sistemas e informatica,libre eleccion
3010341,latin y paleografia medieval,ingenieria de sistemas e informatica,libre eleccion
3011010,literatura e imagen: modos de hacer visible,ingenieria de sistemas e informatica,libre eleccion
3009786,lo sagrado como argumento de jurisdiccion territorial,ingenieria de sistemas e informatica,elegibles
3011095,los chicos no lloran: nuevas masculinidades en ingenierias,ingenieria de sistemas e informatica,libre eleccion
3007561,maquinaria agricola,ingenieria de sistemas e informatica,libre eleccion
3011150,medicion del desarrollo,ingenieria de sistemas e informatica,libre eleccion
3010303,metrologia industrial,ingenieria de sistemas e informatica,libre eleccion
3010344,nutricion y alimentacion de perros y gatos,ingenieria de sistemas e informatica,libre eleccion
3008142,pasantia preg. en otra universidad-intern._1,ingenieria de sistemas e informatica,libre eleccion
3007639,pasantia pregrado - insa 1,ingenieria de sistemas e informatica,libre eleccion
3007641,pasantia pregrado - insa 3,ingenieria de sistemas e informatica,libre eleccion
3006961,pasantia pregrado - paristech 1,ingenieria de sistemas e informatica,libre eleccion
3006750,pasantia pregrado - paristech 3,ingenieria de sistemas e informatica,libre eleccion
3011260,plan b: ingenieria para la vida,ingenieria de sistemas e informatica,libre eleccion
3011317,planificacion minera,ingenieria de sistemas e informatica,libre eleccion
3007627,portugues intensivo,ingenieria de sistemas e informatica,libre eleccion
3007585,practica academica especial 1,ingenieria de sistemas e informatica,libre eleccion
3006664,practica academica especial 10,ingenieria de sistemas e informatica,libre eleccion
3007621,practica academica especial 12,ingenieria de sistemas e informatica,libre eleccion
3007586,practica academica especial 2,ingenieria de sistemas e informatica,libre eleccion
3007587,practica academica especial 3,ingenieria de sistemas e informatica,libre eleccion
3007589,practica academica especial 4,ingenieria de sistemas e informatica,libre eleccion
3007598,practica academica especial 5,ingenieria de sistemas e informatica,libre eleccion
3009496,practica academica especial 6,ingenieria de sistemas e informatica,libre eleccion
3008650,practica academica especial 7,ingenieria de sistemas e informatica,libre eleccion
3006640,practica academica especial 8,ingenieria de sistemas e informatica,libre eleccion
3006641,practica academica especial 9,ingenieria de sistemas e informatica,libre eleccion
3011159,"practica artistica, memorias y patrimonio en el territorio",ingenieria de sistemas e informatica,libre eleccion
